plate,brand,model,teamName,technicianName,priority,status,category,description,symptoms,locationLabel,latitude,longitude,cost,reportedAt,assignedAt,startedAt,completedAt,dueDate
ขก-8497,Isuzu,Elf,ทีม A (กรุงเทพฯ),ช่างสุชาติ,high,in_progress,ช่วงล่าง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,นิคมอุตสาหกรรมบางปู,13.540193,100.619346,0,2026-05-11T21:52:17.728Z,2026-05-12T01:17:11.143Z,2026-05-12T03:26:41.056Z,,2026-05-17T10:57:04.810Z
สข-2011,Mitsubishi,Pajero Sport,ทีม B (ภาคเหนือ),ช่างวิชัย,urgent,completed,เครื่องยนต์,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,ถนนมิตรภาพ โคราช,14.995587,102.073301,7382,2025-12-21T20:16:49.779Z,2025-12-21T22:52:35.367Z,2025-12-22T05:31:29.987Z,2025-12-22T21:35:26.561Z,2025-12-27T16:39:35.106Z
ชร-9836,Mitsubishi,Pajero Sport,ทีม D (ภาคใต้),ช่างกิตติ,normal,completed,ตัวถัง,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,จุดพักรถ ปตท. อยุธยา,14.262772,100.617206,3179,2026-05-01T16:17:57.499Z,2026-05-01T17:38:51.333Z,2026-05-01T20:37:04.652Z,2026-05-03T14:34:41.716Z,2026-05-08T07:14:22.656Z
ชร-8212,Ford,Ranger,ทีม A (กรุงเทพฯ),ช่างเอก,urgent,completed,ระบบไฟฟ้า,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,นิคมอุตสาหกรรมแหลมฉบัง,13.070798,100.907107,6983,2026-04-15T01:47:01.480Z,2026-04-15T04:57:50.324Z,2026-04-15T10:00:29.757Z,2026-04-15T22:21:23.659Z,2026-04-20T12:46:12.356Z
ชร-8911,Isuzu,Elf,ทีม D (ภาคใต้),ช่างกิตติ,urgent,completed,เครื่องยนต์,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,นิคมอุตสาหกรรมบางปู,13.530849,100.657439,5106,2026-03-14T02:11:51.575Z,2026-03-14T04:04:49.080Z,2026-03-14T06:06:16.948Z,2026-03-15T09:46:56.563Z,2026-03-19T02:41:25.678Z
กท-2808,Nissan,Urvan,ทีม C (ภาคตะวันออก),ช่างวิชัย,normal,in_progress,แอร์,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,สี่แยกปฐมพร ชุมพร,10.487714,99.197724,0,2026-05-02T19:35:14.563Z,2026-05-02T21:47:50.198Z,2026-05-03T05:23:42.966Z,,2026-05-07T04:10:48.114Z
ชบ-8297,Mitsubishi,Triton,ทีม E (ภาคอีสาน),ช่างนพดล,normal,completed,เบรก,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,จุดพักรถ ปตท. อยุธยา,14.259182,100.628451,7029,2026-04-17T04:37:38.471Z,2026-04-17T06:54:21.136Z,2026-04-17T09:43:02.700Z,2026-04-18T11:06:27.502Z,2026-04-22T02:31:44.892Z
ชบ-4227,Mitsubishi,Triton,ทีม D (ภาคใต้),ช่างศักดิ์ชัย,low,completed,เครื่องยนต์,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,สี่แยกปฐมพร ชุมพร,10.500753,99.180033,5219,2026-01-20T04:48:35.549Z,2026-01-20T06:08:42.558Z,2026-01-20T08:21:59.436Z,2026-01-21T03:54:49.078Z,2026-01-26T07:39:52.678Z
นว-5433,Mitsubishi,Pajero Sport,ทีม E (ภาคอีสาน),ช่างศักดิ์ชัย,low,completed,เบรก,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,มอเตอร์เวย์ ขาออก กม. 45,13.527544,101.022481,6326,2026-02-01T00:26:08.198Z,2026-02-01T01:34:33.334Z,2026-02-01T06:32:26.853Z,2026-02-03T04:31:24.673Z,2026-02-07T00:07:07.350Z
กท-2950,Isuzu,Elf,ทีม A (กรุงเทพฯ),ช่างกิตติ,high,completed,ระบบไฟฟ้า,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,มอเตอร์เวย์ ขาออก กม. 45,13.504339,101.003378,3171,2026-01-30T03:02:32.082Z,2026-01-30T05:12:08.730Z,2026-01-30T09:32:23.312Z,2026-01-31T08:55:20.768Z,2026-02-05T05:52:18.102Z
ชร-1176,Ford,Ranger,ทีม E (ภาคอีสาน),ช่างกิตติ,low,in_progress,ระบบไฟฟ้า,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,ตึกสำนักงานใหญ่ สุขุมวิท,13.729053,100.580206,0,2026-02-13T17:43:27.600Z,2026-02-13T21:08:07.710Z,2026-02-13T23:39:44.001Z,,2026-02-19T17:03:19.493Z
ชร-9655,Nissan,Urvan,ทีม A (กรุงเทพฯ),ช่างนพดล,normal,waiting_parts,แอร์,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,ถนนมิตรภาพ โคราช,14.969610,102.117121,0,2026-01-13T05:54:36.813Z,2026-01-13T08:56:30.949Z,2026-01-13T15:59:23.233Z,,2026-01-16T07:30:37.747Z
ชบ-5026,Isuzu,MU-X,ทีม A (กรุงเทพฯ),ช่างเอก,urgent,completed,ตัวถัง,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.911324,99.259176,4597,2026-04-10T13:35:56.767Z,2026-04-10T16:55:26.371Z,2026-04-10T20:15:34.411Z,2026-04-12T02:12:12.987Z,2026-04-15T01:29:09.949Z
สข-9917,Nissan,Navara,ทีม E (ภาคอีสาน),ช่างกิตติ,low,completed,ระบบไฟฟ้า,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,ตึกสำนักงานใหญ่ สุขุมวิท,13.737356,100.551382,6044,2026-04-28T16:46:07.591Z,2026-04-28T18:10:44.023Z,2026-04-28T20:20:24.171Z,2026-04-30T02:28:22.560Z,2026-05-02T16:46:57.841Z
ชบ-8913,Isuzu,Elf,ทีม A (กรุงเทพฯ),ช่างนพดล,urgent,assigned,เบรก,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,จุดพักรถ ปตท. อยุธยา,14.266060,100.599761,0,2025-12-26T10:31:42.527Z,2025-12-26T13:32:46.501Z,,,2026-01-01T16:47:48.933Z
ชบ-6371,Ford,Ranger,ทีม B (ภาคเหนือ),ช่างมานะ,low,completed,เบรก,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,นิคมอุตสาหกรรมบางปู,13.544183,100.649582,5908,2026-03-28T16:53:30.373Z,2026-03-28T18:50:20.415Z,2026-03-28T21:25:34.918Z,2026-03-30T16:46:34.268Z,2026-04-04T06:31:06.985Z
กท-5317,Toyota,Fortuner,ทีม A (กรุงเทพฯ),ช่างวิชัย,normal,completed,เบรก,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,ถนนมิตรภาพ โคราช,14.959098,102.091012,3348,2026-02-14T04:44:23.319Z,2026-02-14T05:57:03.619Z,2026-02-14T13:09:12.869Z,2026-02-16T00:04:50.072Z,2026-02-19T16:17:26.997Z
กท-2376,Isuzu,MU-X,ทีม E (ภาคอีสาน),ช่างสุชาติ,high,in_progress,เบรก,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.927026,99.270897,0,2026-01-12T18:23:09.970Z,2026-01-12T21:29:50.301Z,2026-01-13T05:03:05.232Z,,2026-01-16T16:33:56.314Z
สข-5264,Nissan,Navara,ทีม A (กรุงเทพฯ),ช่างนพดล,normal,completed,ช่วงล่าง,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,ลานจอดรถ บิ๊กซี พระราม 4,13.726058,100.587725,2082,2026-02-18T04:15:08.883Z,2026-02-18T08:12:26.265Z,2026-02-18T12:14:10.751Z,2026-02-19T12:16:48.403Z,2026-02-24T00:10:58.939Z
กท-3187,Ford,Everest,ทีม D (ภาคใต้),ช่างมานะ,normal,completed,ตัวถัง,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,นิคมอุตสาหกรรมแหลมฉบัง,13.069211,100.904477,6822,2026-02-07T00:39:48.960Z,2026-02-07T02:49:33.365Z,2026-02-07T05:37:10.734Z,2026-02-07T21:23:28.151Z,2026-02-10T04:08:35.785Z
ขก-4090,Ford,Everest,ทีม A (กรุงเทพฯ),ช่างสมชาย,low,completed,เครื่องยนต์,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,นิคมอุตสาหกรรมบางปู,13.519106,100.632109,2325,2025-12-19T20:06:42.948Z,2025-12-19T21:28:30.038Z,2025-12-20T00:30:11.771Z,2025-12-20T16:17:13.928Z,2025-12-26T08:44:28.761Z
นว-9515,Ford,Ranger,ทีม C (ภาคตะวันออก),ช่างนพดล,high,completed,ช่วงล่าง,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,ถนนมิตรภาพ โคราช,14.988629,102.086657,2224,2026-02-02T15:59:48.473Z,2026-02-02T18:29:50.206Z,2026-02-03T00:23:55.833Z,2026-02-04T05:03:33.407Z,2026-02-09T15:46:20.059Z
ขก-9090,Mitsubishi,Pajero Sport,ทีม B (ภาคเหนือ),ช่างวิชัย,urgent,in_progress,ช่วงล่าง,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,จุดพักรถ ปตท. อยุธยา,14.243370,100.639902,0,2026-01-13T00:36:21.492Z,2026-01-13T03:07:25.161Z,2026-01-13T07:57:51.593Z,,2026-01-18T08:25:54.476Z
กท-4791,Ford,Everest,ทีม D (ภาคใต้),ช่างเอก,low,completed,ตัวถัง,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,สี่แยกปฐมพร ชุมพร,10.481348,99.160673,2642,2026-02-04T10:23:56.302Z,2026-02-04T12:26:34.629Z,2026-02-04T14:34:38.482Z,2026-02-05T11:10:21.350Z,2026-02-08T21:15:45.273Z
ชบ-4622,Nissan,Navara,ทีม B (ภาคเหนือ),ช่างมานะ,high,completed,ระบบไฟฟ้า,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,สนามบินสุวรรณภูมิ,13.677402,100.752457,4682,2026-05-22T03:17:54.389Z,2026-05-22T05:25:15.543Z,2026-05-22T09:04:53.695Z,2026-05-23T05:14:29.082Z,2026-05-25T10:49:37.495Z
ชร-7859,Ford,Ranger,ทีม C (ภาคตะวันออก),ช่างสมชาย,high,assigned,เบรก,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,ตึกสำนักงานใหญ่ สุขุมวิท,13.751088,100.563702,0,2025-12-14T19:53:14.312Z,2025-12-14T21:45:57.125Z,,,2025-12-18T08:39:29.492Z
ชบ-6865,Ford,Ranger,ทีม B (ภาคเหนือ),ช่างศักดิ์ชัย,high,completed,แอร์,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,ถนนมิตรภาพ โคราช,15.002900,102.072876,7163,2026-04-28T03:58:42.122Z,2026-04-28T07:33:45.261Z,2026-04-28T15:07:44.763Z,2026-04-30T09:43:37.318Z,2026-05-01T16:21:02.467Z
ขก-7600,Toyota,Hilux Revo,ทีม D (ภาคใต้),ช่างกิตติ,urgent,completed,ระบบไฟฟ้า,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,ลานจอดรถ บิ๊กซี พระราม 4,13.726102,100.546244,7025,2026-02-11T05:03:25.155Z,2026-02-11T08:17:22.469Z,2026-02-11T15:19:36.050Z,2026-02-12T17:06:46.920Z,2026-02-18T01:23:38.049Z
กท-6132,Isuzu,MU-X,ทีม A (กรุงเทพฯ),ช่างเอก,urgent,reported,เครื่องยนต์,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.921035,99.265618,0,2026-03-03T23:37:19.671Z,,,,2026-03-10T16:20:29.714Z
นว-1278,Mitsubishi,Pajero Sport,ทีม D (ภาคใต้),ช่างวิชัย,urgent,completed,เบรก,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,จุดพักรถ ปตท. อยุธยา,14.254676,100.640405,4592,2026-04-22T17:06:08.598Z,2026-04-22T18:27:48.306Z,2026-04-23T01:57:04.437Z,2026-04-24T17:33:35.862Z,2026-04-28T03:57:39.062Z
ชร-7124,Isuzu,D-Max,ทีม E (ภาคอีสาน),ช่างกิตติ,normal,completed,แอร์,น้ำมันเครื่องรั่วซึมใต้ท้องรถ,มีคราบน้ำมันพื้น,ตึกสำนักงานใหญ่ สุขุมวิท,13.730347,100.574648,1714,2026-02-18T12:25:06.612Z,2026-02-18T14:08:17.633Z,2026-02-18T17:20:06.302Z,2026-02-20T00:00:23.697Z,2026-02-22T19:53:41.743Z
นว-8355,Mitsubishi,Triton,ทีม B (ภาคเหนือ),ช่างวิชัย,normal,completed,ระบบไฟฟ้า,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,นิคมอุตสาหกรรมบางปู,13.530938,100.665111,5413,2026-03-04T21:48:21.582Z,2026-03-04T23:24:18.075Z,2026-03-05T02:14:58.541Z,2026-03-06T23:07:12.068Z,2026-03-08T08:48:29.967Z
กท-8830,Ford,Everest,ทีม D (ภาคใต้),ช่างมานะ,urgent,in_progress,เบรก,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,ตึกสำนักงานใหญ่ สุขุมวิท,13.719848,100.569595,0,2026-02-12T10:58:52.857Z,2026-02-12T14:26:34.249Z,2026-02-12T19:41:12.822Z,,2026-02-18T01:48:27.960Z
ขก-3263,Mitsubishi,Pajero Sport,ทีม A (กรุงเทพฯ),ช่างนพดล,normal,completed,เบรก,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,จุดพักรถ ปตท. อยุธยา,14.231292,100.639611,7328,2026-01-23T00:47:02.892Z,2026-01-23T03:35:20.009Z,2026-01-23T09:45:42.080Z,2026-01-24T03:21:06.599Z,2026-01-26T21:31:04.406Z
ชบ-9205,Nissan,Urvan,ทีม E (ภาคอีสาน),ช่างศักดิ์ชัย,high,completed,ตัวถัง,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,สนามบินสุวรรณภูมิ,13.670714,100.726995,4353,2026-01-01T21:41:45.588Z,2026-01-02T01:38:51.825Z,2026-01-02T05:09:47.449Z,2026-01-03T16:04:50.596Z,2026-01-05T16:56:33.865Z
ชบ-1906,Toyota,Fortuner,ทีม B (ภาคเหนือ),ช่างสุชาติ,normal,completed,เบรก,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,ถนนมิตรภาพ โคราช,14.974953,102.083170,7229,2026-03-15T06:39:19.235Z,2026-03-15T09:14:28.939Z,2026-03-15T12:09:43.417Z,2026-03-16T15:50:20.818Z,2026-03-20T00:21:40.380Z
นว-4011,Mitsubishi,Pajero Sport,ทีม D (ภาคใต้),ช่างเอก,normal,completed,ระบบไฟฟ้า,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,ตึกสำนักงานใหญ่ สุขุมวิท,13.758800,100.537568,5819,2026-04-14T05:40:23.535Z,2026-04-14T08:32:29.206Z,2026-04-14T11:07:22.505Z,2026-04-15T15:00:27.696Z,2026-04-18T12:18:27.371Z
กท-4329,Toyota,Commuter,ทีม E (ภาคอีสาน),ช่างมานะ,urgent,completed,ระบบไฟฟ้า,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,ทางหลวงหมายเลข 118 (ดอยสะเก็ด),18.926242,99.234810,3659,2025-12-16T22:47:23.228Z,2025-12-17T01:19:48.899Z,2025-12-17T04:44:49.500Z,2025-12-18T20:16:27.110Z,2025-12-23T21:40:02.731Z
ชร-5972,Ford,Everest,ทีม A (กรุงเทพฯ),ช่างกิตติ,low,completed,เครื่องยนต์,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,นิคมอุตสาหกรรมแหลมฉบัง,13.056040,100.893499,4374,2026-05-05T13:51:02.493Z,2026-05-05T16:38:23.229Z,2026-05-05T20:52:12.150Z,2026-05-07T07:14:21.300Z,2026-05-08T16:49:30.648Z
นว-4392,Isuzu,D-Max,ทีม B (ภาคเหนือ),ช่างกิตติ,normal,completed,แอร์,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,นิคมอุตสาหกรรมบางปู,13.520690,100.622870,8120,2026-05-03T02:29:23.074Z,2026-05-03T05:15:03.558Z,2026-05-03T13:02:04.427Z,2026-05-05T08:53:11.280Z,2026-05-08T22:57:39.711Z
ชร-8314,Mitsubishi,Pajero Sport,ทีม D (ภาคใต้),ช่างกิตติ,normal,in_progress,ช่วงล่าง,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,มอเตอร์เวย์ ขาออก กม. 45,13.508556,101.000282,0,2025-12-20T09:30:14.903Z,2025-12-20T12:06:31.635Z,2025-12-20T17:26:08.532Z,,2025-12-25T21:50:58.052Z
นว-1709,Isuzu,D-Max,ทีม B (ภาคเหนือ),ช่างเอก,normal,completed,เครื่องยนต์,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,สี่แยกปฐมพร ชุมพร,10.482609,99.169113,3367,2026-04-06T22:56:33.645Z,2026-04-07T00:02:08.989Z,2026-04-07T04:55:32.915Z,2026-04-09T00:22:32.319Z,2026-04-11T00:03:12.469Z
นว-2688,Mitsubishi,Pajero Sport,ทีม D (ภาคใต้),ช่างกิตติ,normal,in_progress,ช่วงล่าง,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,สี่แยกปฐมพร ชุมพร,10.496146,99.193384,0,2026-02-18T19:59:03.111Z,2026-02-18T21:49:07.243Z,2026-02-19T03:12:52.744Z,,2026-02-22T09:00:46.778Z
กท-6429,Toyota,Fortuner,ทีม A (กรุงเทพฯ),ช่างศักดิ์ชัย,high,completed,ช่วงล่าง,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,สี่แยกปฐมพร ชุมพร,10.473813,99.196699,7278,2025-12-18T14:33:28.652Z,2025-12-18T16:58:17.899Z,2025-12-18T21:27:53.035Z,2025-12-20T08:12:31.629Z,2025-12-22T05:21:58.086Z
สข-9850,Mitsubishi,Pajero Sport,ทีม D (ภาคใต้),ช่างสุชาติ,normal,in_progress,เครื่องยนต์,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,สนามบินสุวรรณภูมิ,13.686440,100.767810,0,2026-02-07T21:50:46.115Z,2026-02-07T23:01:35.802Z,2026-02-08T06:59:38.422Z,,2026-02-13T11:59:08.675Z
นว-5540,Nissan,Navara,ทีม B (ภาคเหนือ),ช่างเอก,normal,completed,แอร์,แอร์ไม่เย็น คอมเพรสเซอร์ไม่ตัด,ลมร้อน,นิคมอุตสาหกรรมแหลมฉบัง,13.100756,100.923372,3411,2025-12-28T08:19:55.781Z,2025-12-28T11:07:02.331Z,2025-12-28T18:01:14.160Z,2025-12-30T14:30:38.700Z,2026-01-03T21:35:24.481Z
ชร-9643,Ford,Ranger,ทีม B (ภาคเหนือ),ช่างเอก,high,completed,เครื่องยนต์,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,จุดพักรถ ปตท. อยุธยา,14.267380,100.625952,3885,2025-12-30T09:07:45.555Z,2025-12-30T11:25:42.732Z,2025-12-30T14:26:16.792Z,2025-12-31T07:21:33.786Z,2026-01-05T08:17:31.378Z
ชบ-9259,Mitsubishi,Triton,ทีม E (ภาคอีสาน),ช่างกิตติ,normal,completed,ช่วงล่าง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,สี่แยกปฐมพร ชุมพร,10.474860,99.199965,3725,2025-12-22T22:36:38.038Z,2025-12-23T01:19:15.783Z,2025-12-23T06:22:14.899Z,2025-12-24T21:27:26.003Z,2025-12-26T19:30:56.064Z
ชบ-8976,Nissan,Navara,ทีม E (ภาคอีสาน),ช่างกิตติ,urgent,completed,ตัวถัง,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,มอเตอร์เวย์ ขาออก กม. 45,13.527281,101.000985,1704,2025-12-28T04:11:24.910Z,2025-12-28T08:06:27.129Z,2025-12-28T15:59:40.579Z,2025-12-30T05:32:46.561Z,2026-01-03T20:16:46.490Z
ชร-5047,Nissan,Urvan,ทีม E (ภาคอีสาน),ช่างเอก,normal,completed,ตัวถัง,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,จุดพักรถ ปตท. อยุธยา,14.226308,100.643337,7532,2026-05-22T12:24:27.786Z,2026-05-22T14:41:06.872Z,2026-05-22T21:29:41.413Z,2026-05-24T17:22:50.746Z,2026-05-26T13:31:59.175Z
สข-6330,Isuzu,Elf,ทีม C (ภาคตะวันออก),ช่างมานะ,low,completed,ช่วงล่าง,ความร้อนขึ้นสูง หม้อน้ำรั่ว,เกจความร้อนขึ้น H,ถนนมิตรภาพ โคราช,14.987151,102.090116,8272,2026-04-26T04:18:12.180Z,2026-04-26T05:34:54.246Z,2026-04-26T12:12:59.039Z,2026-04-27T23:01:46.150Z,2026-05-02T21:28:03.903Z
ชบ-5133,Toyota,Fortuner,ทีม B (ภาคเหนือ),ช่างเอก,low,completed,เบรก,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,จุดพักรถ ปตท. อยุธยา,14.255221,100.644209,7003,2026-04-12T05:49:34.558Z,2026-04-12T07:43:55.593Z,2026-04-12T13:52:45.430Z,2026-04-13T04:21:51.753Z,2026-04-16T01:20:34.218Z
สข-1454,Nissan,Urvan,ทีม C (ภาคตะวันออก),ช่างเอก,low,completed,เครื่องยนต์,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,ตึกสำนักงานใหญ่ สุขุมวิท,13.757195,100.565121,7676,2026-01-04T04:49:59.099Z,2026-01-04T08:20:58.751Z,2026-01-04T15:33:49.795Z,2026-01-06T03:30:18.913Z,2026-01-09T17:14:02.228Z
นว-1546,Nissan,Urvan,ทีม E (ภาคอีสาน),ช่างวิชัย,normal,completed,ตัวถัง,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,สนามบินสุวรรณภูมิ,13.701320,100.765915,2294,2026-05-10T07:42:37.213Z,2026-05-10T11:03:32.219Z,2026-05-10T17:47:34.789Z,2026-05-12T10:18:14.331Z,2026-05-13T09:02:11.028Z
ขก-4976,Ford,Ranger,ทีม B (ภาคเหนือ),ช่างวิชัย,high,completed,ระบบไฟฟ้า,เบรกมีเสียงดังและเบรกไม่อยู่,เสียงดังเอี๊ยด,สี่แยกปฐมพร ชุมพร,10.470662,99.190914,4435,2026-05-19T18:42:35.073Z,2026-05-19T20:27:36.036Z,2026-05-20T00:29:43.423Z,2026-05-20T15:33:39.141Z,2026-05-23T03:27:58.278Z
สข-4837,Toyota,Commuter,ทีม D (ภาคใต้),ช่างนพดล,urgent,completed,เบรก,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,สนามบินสุวรรณภูมิ,13.668735,100.763664,3227,2026-05-08T13:01:08.448Z,2026-05-08T15:11:56.831Z,2026-05-08T17:56:43.616Z,2026-05-10T12:23:28.743Z,2026-05-13T22:21:39.250Z
นว-1609,Isuzu,Elf,ทีม C (ภาคตะวันออก),ช่างวิชัย,urgent,completed,ช่วงล่าง,คลัตช์ลื่น เข้าเกียร์ไม่ได้,เหยียบคลัตช์จม,มอเตอร์เวย์ ขาออก กม. 45,13.526477,100.979980,8877,2026-03-07T18:41:00.513Z,2026-03-07T19:45:57.466Z,2026-03-07T23:26:50.331Z,2026-03-08T20:52:19.138Z,2026-03-13T06:31:36.110Z
ขก-9420,Mitsubishi,Triton,ทีม B (ภาคเหนือ),ช่างสุชาติ,urgent,completed,ช่วงล่าง,แบตเตอรี่เสื่อม ไฟไม่พอสตาร์ท,ไฟหน้าปัดโชว์,สนามบินสุวรรณภูมิ,13.670063,100.753276,8852,2026-04-18T19:09:20.583Z,2026-04-18T22:15:36.199Z,2026-04-19T02:04:09.436Z,2026-04-20T00:19:04.362Z,2026-04-24T06:54:08.031Z
ชร-7839,Toyota,Fortuner,ทีม C (ภาคตะวันออก),ช่างมานะ,normal,completed,แอร์,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,สนามบินสุวรรณภูมิ,13.689824,100.728755,4545,2026-04-30T07:23:17.602Z,2026-04-30T09:13:17.416Z,2026-04-30T14:30:51.504Z,2026-05-01T04:15:55.245Z,2026-05-04T08:36:20.801Z
ชร-7765,Ford,Ranger,ทีม E (ภาคอีสาน),ช่างศักดิ์ชัย,high,in_progress,แอร์,สายพานขาดคาเครื่อง,เสียงดังปังในห้องเครื่อง,ตึกสำนักงานใหญ่ สุขุมวิท,13.760196,100.578585,0,2026-01-30T20:16:10.628Z,2026-01-30T23:41:57.610Z,2026-01-31T06:53:51.988Z,,2026-02-05T14:14:12.432Z
ขก-4898,Ford,Ranger,ทีม A (กรุงเทพฯ),ช่างเอก,normal,completed,ตัวถัง,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,มอเตอร์เวย์ ขาออก กม. 45,13.497807,100.992205,2276,2026-04-05T12:01:37.243Z,2026-04-05T14:39:12.946Z,2026-04-05T20:37:50.268Z,2026-04-06T11:30:40.146Z,2026-04-09T13:59:55.751Z
สข-9719,Ford,Everest,ทีม E (ภาคอีสาน),ช่างสุชาติ,urgent,completed,เบรก,เครื่องยนต์สตาร์ทไม่ติด สตาร์ทเตอร์เสีย,สตาร์ทเงียบ,จุดพักรถ ปตท. อยุธยา,14.260921,100.621117,6028,2026-01-30T05:19:19.236Z,2026-01-30T07:49:18.875Z,2026-01-30T14:28:14.882Z,2026-02-01T13:56:28.754Z,2026-02-02T08:46:34.240Z
กท-1323,Toyota,Hilux Revo,ทีม A (กรุงเทพฯ),ช่างวิชัย,low,completed,เบรก,ระบบไฟหน้าช็อต หลอดขาดหมด,ไฟส่องสว่างไม่ทำงาน,มอเตอร์เวย์ ขาออก กม. 45,13.508287,101.007073,1975,2026-01-10T23:03:59.942Z,2026-01-11T02:13:43.468Z,2026-01-11T04:30:02.207Z,2026-01-12T21:33:44.552Z,2026-01-14T01:09:19.752Z
ชร-1304,Ford,Ranger,ทีม E (ภาคอีสาน),ช่างศักดิ์ชัย,urgent,completed,แอร์,ยางแตกและแม็กดุ้งระหว่างทาง,พวงมาลัยสั่น,ลานจอดรถ บิ๊กซี พระราม 4,13.719752,100.567168,7994,2026-04-23T15:11:10.039Z,2026-04-23T17:19:01.842Z,2026-04-23T22:57:11.500Z,2026-04-25T07:41:27.792Z,2026-04-29T14:36:32.712Z
